"customer_id","age","gender","city","category","item_purchased","color","size","quantity","unit_price_vnd","discount_applied","total_purchase_vnd","payment_method","purchase_channel","shipping_type","season","purchase_frequency","subscription_member","promo_code_used","review_rating","age_group","purchase_frequency_days"
143,16,"Female","Da Nang","Running Shoes","FuelCell SuperComp Elite","Navy","39",1,3050000,"No",3050000,"MoMo","Online - App","Express","Spring","Fortnightly","No","No",4.0,"Teen",14
144,29,"Female","Ha Noi","Apparel - Bottom","Impact Run Tight","Grey","XXL",1,550000,"No",550000,"VNPay","Shopee","Express","Autumn","Quarterly","No","No",4.0,"Young Adult",90
145,29,"Female","Ho Chi Minh","Training Shoes","FuelCell Training","Beige","43",1,2900000,"No",2900000,"VNPay","Lazada","Standard","Spring","Monthly","No","No",4.0,"Young Adult",30
146,33,"Female","Ho Chi Minh","Running Shoes","Fresh Foam 860","Pink","41",1,5200000,"Yes",4160000,"ZaloPay","Lazada","Standard","Autumn","Quarterly","Yes","No",5.0,"Adult",90
147,19,"Male","Ha Noi","Accessories","Running Socks (3-pack)","Red",NULL,2,300000,"No",600000,"Cash","Online - Website","Standard","Spring","Fortnightly","No","No",2.0,"Teen",14
148,18,"Male","Ha Noi","Running Shoes","Fresh Foam X 1080","Yellow","38",1,3750000,"Yes",3750000,"Debit Card","In-Store","In-Store Pickup","Summer","Fortnightly","No","Yes",5.0,"Teen",14
149,31,"Male","Ho Chi Minh","Lifestyle Sneakers","327","Grey",NULL,1,3400000,"No",3400000,"ZaloPay","In-Store","In-Store Pickup","Winter","Annually","No","No",1.0,"Young Adult",365
150,30,"Female","Ho Chi Minh","Training Shoes","FuelCell Training","White","39",1,2400000,"Yes",2280000,"ZaloPay","Online - Website","Standard","Summer","Monthly","Yes","No",4.0,"Young Adult",30
151,29,"Female","Da Nang","Running Shoes","Fuelcell Rebel v4","Navy","44",1,4450000,"Yes",4228000,"VNPay","TikTok Shop","Same-day","Summer","Every 3 Months","No","No",4.0,"Young Adult",90
152,30,"Female","Ha Noi","Lifestyle Sneakers","9060","Grey",NULL,1,3800000,"No",3800000,"ZaloPay","In-Store","In-Store Pickup","Spring","Annually","No","No",2.0,"Young Adult",365
153,23,"Female","Ho Chi Minh","Lifestyle Sneakers","550","White",NULL,1,4050000,"No",4050000,"Credit Card","In-Store","In-Store Pickup","Spring","Annually","No","No",3.0,"Teen",365
154,29,"Female","Ho Chi Minh","Training Shoes","Freeze LX v3","Black","39",1,2700000,"Yes",2430000,"MoMo","Online - App","Standard","Summer","Annually","No","No",3.0,"Young Adult",365
155,30,"Female","Ha Noi","Running Shoes","FuelCell SuperComp Elite","White","40",1,2900000,"Yes",2610000,"MoMo","In-Store","In-Store Pickup","Winter","Quarterly","Yes","No",4.0,"Young Adult",90
156,22,"Male","Ha Noi","Apparel - Bottom","Accelerate Short","Pink","S",1,400000,"No",400000,"Credit Card","Online - App","Standard","Summer","Quarterly","No","No",5.0,"Teen",90
157,41,"Female","Ha Noi","Running Shoes","Fresh Foam X 1080","Blue","45",1,3300000,"No",3300000,"VNPay","In-Store","In-Store Pickup","Winter","Annually","No","No",4.0,"Adult",365
158,31,"Female","Ha Noi","Running Shoes","FuelCell SuperComp Elite","Yellow","40",1,4050000,"No",4050000,"Credit Card","Online - Website","Standard","Winter","Fortnightly","No","No",5.0,"Young Adult",14
159,19,"Female","Ho Chi Minh","Training Shoes","Freeze LX v3","Blue","36",1,2200000,"No",2200000,"Debit Card","Shopee","Express","Summer","Monthly","No","No",4.0,"Teen",30
160,32,"Female","Ha Noi","Apparel - Top","Impact Run Jacket","White","L",1,1050000,"Yes",840000,"Cash","Online - App","Express","Summer","Every 3 Months","No","No",4.0,"Adult",90
161,21,"Female","Ha Noi","Running Shoes","FuelCell SuperComp Elite","Yellow","38",1,3250000,"Yes",3088000,"MoMo","Online - Website","Express","Summer","Monthly","Yes","Yes",4.0,"Teen",30
162,33,"Male","Ha Noi","Running Shoes","Fresh Foam 860","White","38",1,3850000,"No",3850000,"Debit Card","In-Store","In-Store Pickup","Summer","Fortnightly","No","No",5.0,"Adult",14
163,36,"Male","Ha Noi","Apparel - Top","Essentials Hoodie","Black","XS",2,500000,"No",1000000,"Credit Card","Shopee","Same-day","Summer","Bi-Weekly","Yes","No",4.0,"Adult",14
164,22,"Female","Ha Noi","Apparel - Top","NB Athletics T-Shirt","White","M",3,500000,"Yes",1200000,"Debit Card","Shopee","Same-day","Summer","Weekly","No","No",4.0,"Teen",7
165,34,"Male","Ha Noi","Training Shoes","FuelCell Training","Pink","42",1,3200000,"Yes",2880000,"Credit Card","In-Store","In-Store Pickup","Winter","Fortnightly","No","No",5.0,"Adult",14
166,30,"Female","Ha Noi","Lifestyle Sneakers","2002R","Pink",NULL,1,3150000,"No",3150000,"Credit Card","Online - Website","Same-day","Summer","Monthly","No","No",2.0,"Young Adult",30
167,33,"Male","Da Nang","Training Shoes","FuelCell Training","Black","44",1,2650000,"No",2650000,"Bank Transfer","Online - Website","Same-day","Winter","Monthly","No","No",3.0,"Adult",30
168,41,"Female","Ha Noi","Accessories","Headband","Grey",NULL,2,300000,"No",600000,"Bank Transfer","Online - App","Same-day","Spring","Every 3 Months","Yes","No",4.0,"Adult",90
169,26,"Female","Ha Noi","Apparel - Top","Impact Run Jacket","Black","XS",1,600000,"Yes",600000,"ZaloPay","Lazada","Standard","Winter","Fortnightly","No","Yes",5.0,"Young Adult",14
170,22,"Female","Da Nang","Training Shoes","Minimus TR","Yellow","44",1,2950000,"Yes",2508000,"Credit Card","Online - Website","Standard","Autumn","Every 3 Months","No","No",5.0,"Teen",90
171,21,"Male","Ho Chi Minh","Training Shoes","Minimus TR","Grey","43",1,2900000,"No",2900000,"Credit Card","TikTok Shop","Standard","Spring","Bi-Weekly","No","No",5.0,"Teen",14
172,22,"Male","Ha Noi","Lifestyle Sneakers","1906R","White",NULL,1,1800000,"Yes",1620000,"Debit Card","In-Store","In-Store Pickup","Summer","Weekly","No","No",4.0,"Teen",7
173,27,"Male","Ho Chi Minh","Running Shoes","Fresh Foam X 1080","Red","36",1,2900000,"Yes",2030000,"Cash","In-Store","In-Store Pickup","Summer","Bi-Weekly","Yes","No",5.0,"Young Adult",14
174,30,"Female","Da Nang","Accessories","Running Socks (3-pack)","Yellow",NULL,1,600000,"Yes",540000,"Credit Card","Shopee","Express","Autumn","Annually","Yes","Yes",4.0,"Young Adult",365
175,29,"Female","Ho Chi Minh","Running Shoes","Fresh Foam X 1080","Yellow","40",1,4800000,"Yes",4560000,"Credit Card","In-Store","In-Store Pickup","Spring","Annually","No","No",4.0,"Young Adult",365
176,33,"Male","Ho Chi Minh","Lifestyle Sneakers","550","Blue",NULL,1,2600000,"Yes",2600000,"Credit Card","Online - App","Express","Summer","Annually","No","Yes",5.0,"Adult",365
177,28,"Male","Ho Chi Minh","Lifestyle Sneakers","1906R","Green",NULL,1,4000000,"No",4000000,"MoMo","Lazada","Express","Summer","Quarterly","No","No",2.0,"Young Adult",90
178,38,"Male","Ho Chi Minh","Running Shoes","880v13","Grey","38",1,3700000,"No",3700000,"Credit Card","Online - Website","Standard","Winter","Monthly","No","No",4.0,"Adult",30
179,26,"Female","Ho Chi Minh","Apparel - Bottom","Q Speed Short","Yellow","XS",1,1000000,"Yes",1000000,"Debit Card","In-Store","In-Store Pickup","Autumn","Quarterly","No","Yes",5.0,"Young Adult",90
180,47,"Female","Da Nang","Running Shoes","1080v13","Yellow","43",1,5350000,"No",5350000,"Credit Card","Online - Website","Express","Autumn","Fortnightly","No","No",4.0,"Adult",14
181,32,"Male","Da Nang","Lifestyle Sneakers","1906R","Red",NULL,1,3100000,"Yes",2790000,"ZaloPay","In-Store","In-Store Pickup","Winter","Fortnightly","No","No",4.0,"Adult",14
182,21,"Male","Ho Chi Minh","Lifestyle Sneakers","1906R","Green",NULL,1,3850000,"No",3850000,"VNPay","Shopee","Standard","Summer","Weekly","Yes","No",4.0,"Teen",7
183,20,"Male","Ha Noi","Apparel - Bottom","Athletics Jogger","Beige","XS",2,450000,"No",900000,"Credit Card","Shopee","Same-day","Summer","Annually","No","No",4.0,"Teen",365
184,31,"Female","Ho Chi Minh","Lifestyle Sneakers","1906R","Red",NULL,1,2200000,"Yes",1980000,"Credit Card","Online - App","Same-day","Winter","Weekly","Yes","No",5.0,"Young Adult",7
185,26,"Female","Da Nang","Apparel - Bottom","Athletics Jogger","Black","XL",1,650000,"No",650000,"Debit Card","TikTok Shop","Express","Autumn","Fortnightly","Yes","No",4.0,"Young Adult",14
186,32,"Male","Ho Chi Minh","Running Shoes","1080v13","Pink","41",1,5300000,"No",5300000,"Credit Card","In-Store","In-Store Pickup","Spring","Fortnightly","Yes","No",5.0,"Adult",14
187,31,"Male","Ha Noi","Apparel - Bottom","Q Speed Short","Blue","XXL",2,550000,"Yes",1100000,"Bank Transfer","In-Store","In-Store Pickup","Summer","Annually","No","Yes",5.0,"Young Adult",365
188,27,"Female","Ha Noi","Apparel - Bottom","Impact Run Tight","Red","XL",2,600000,"No",1200000,"Credit Card","In-Store","In-Store Pickup","Spring","Bi-Weekly","Yes","No",5.0,"Young Adult",14
189,22,"Female","Ho Chi Minh","Running Shoes","Fresh Foam 860","Blue","42",1,4350000,"Yes",3915000,"VNPay","Online - App","Standard","Winter","Bi-Weekly","No","No",2.0,"Teen",14
190,17,"Male","Ha Noi","Running Shoes","FuelCell SuperComp Elite","Green","41",1,5200000,"No",5200000,"Bank Transfer","In-Store","In-Store Pickup","Winter","Weekly","No","No",4.0,"Teen",7
191,24,"Male","Ha Noi","Apparel - Top","Essentials Hoodie","Grey","XL",2,950000,"No",1900000,"Credit Card","Online - Website","Same-day","Summer","Quarterly","No","No",1.0,"Teen",90
192,33,"Male","Ho Chi Minh","Running Shoes","Fresh Foam X 1080","Navy","39",1,4250000,"Yes",4038000,"MoMo","Online - Website","Same-day","Spring","Every 3 Months","No","No",4.0,"Adult",90
193,29,"Female","Da Nang","Lifestyle Sneakers","530","Grey",NULL,1,3500000,"Yes",3150000,"Bank Transfer","In-Store","In-Store Pickup","Spring","Bi-Weekly","No","No",5.0,"Young Adult",14
194,19,"Male","Ha Noi","Lifestyle Sneakers","574","White",NULL,1,1900000,"Yes",1805000,"Debit Card","In-Store","In-Store Pickup","Summer","Annually","Yes","No",5.0,"Teen",365
195,29,"Male","Ho Chi Minh","Lifestyle Sneakers","574","Pink",NULL,1,2300000,"Yes",1955000,"MoMo","Online - App","Standard","Autumn","Quarterly","No","Yes",4.0,"Young Adult",90
196,30,"Female","Ha Noi","Running Shoes","Fresh Foam X 1080","White","37",1,5200000,"No",5200000,"Credit Card","In-Store","In-Store Pickup","Summer","Monthly","Yes","No",4.0,"Young Adult",30
197,21,"Male","Ha Noi","Apparel - Top","NB Athletics T-Shirt","Blue","M",1,1150000,"No",1150000,"Cash","Shopee","Standard","Spring","Fortnightly","No","No",4.0,"Teen",14
198,29,"Female","Ho Chi Minh","Running Shoes","880v13","Beige","42",1,3950000,"No",3950000,"ZaloPay","Online - App","Standard","Summer","Monthly","No","No",3.0,"Young Adult",30
199,28,"Female","Da Nang","Running Shoes","880v13","Yellow","41",1,2900000,"Yes",2900000,"VNPay","Shopee","Standard","Winter","Fortnightly","No","Yes",4.0,"Young Adult",14
200,19,"Male","Ho Chi Minh","Accessories","Wristband Set","Blue",NULL,1,200000,"Yes",200000,"MoMo","Shopee","Express","Autumn","Weekly","No","Yes",5.0,"Teen",7
201,30,"Male","Ho Chi Minh","Running Shoes","880v13","Navy","41",1,4200000,"No",4200000,"Cash","In-Store","In-Store Pickup","Autumn","Monthly","No","No",4.0,"Young Adult",30
202,31,"Female","Ho Chi Minh","Apparel - Top","NB Athletics T-Shirt","Green","XS",1,900000,"No",900000,"VNPay","Shopee","Standard","Winter","Annually","No","No",4.0,"Young Adult",365
203,35,"Female","Ha Noi","Lifestyle Sneakers","1906R","Yellow",NULL,1,3800000,"No",3800000,"Debit Card","Online - App","Express","Spring","Annually","No","No",4.0,"Adult",365
204,35,"Male","Ho Chi Minh","Lifestyle Sneakers","1906R","Green",NULL,1,2250000,"Yes",2138000,"Credit Card","Lazada","Express","Summer","Weekly","No","Yes",4.0,"Adult",7
205,18,"Female","Ho Chi Minh","Lifestyle Sneakers","2002R","Pink",NULL,1,2350000,"No",2350000,"Cash","Shopee","Express","Autumn","Bi-Weekly","No","No",5.0,"Teen",14
206,21,"Male","Ho Chi Minh","Lifestyle Sneakers","2002R","Yellow",NULL,1,3150000,"No",3150000,"Debit Card","TikTok Shop","Standard","Winter","Weekly","No","No",5.0,"Teen",7
207,31,"Female","Ho Chi Minh","Apparel - Bottom","Impact Run Tight","Pink","XXL",1,1050000,"Yes",892000,"ZaloPay","Lazada","Standard","Spring","Fortnightly","No","No",3.0,"Young Adult",14
208,31,"Female","Ha Noi","Training Shoes","Freeze LX v3","Green","40",1,2250000,"No",2250000,"Cash","In-Store","In-Store Pickup","Autumn","Bi-Weekly","Yes","No",3.0,"Young Adult",14
209,31,"Male","Ho Chi Minh","Apparel - Top","NB Athletics T-Shirt","Beige","M",1,550000,"No",550000,"MoMo","In-Store","In-Store Pickup","Autumn","Monthly","No","No",5.0,"Young Adult",30
210,54,"Female","Da Nang","Accessories","Wristband Set","Blue",NULL,1,200000,"Yes",170000,"ZaloPay","Lazada","Standard","Winter","Every 3 Months","No","No",4.0,"Adult",90
211,31,"Female","Ho Chi Minh","Lifestyle Sneakers","9060","White",NULL,1,2600000,"Yes",2600000,"ZaloPay","In-Store","In-Store Pickup","Spring","Fortnightly","No","Yes",3.0,"Young Adult",14
212,35,"Male","Ho Chi Minh","Running Shoes","Fresh Foam 860","Black","45",1,5400000,"Yes",5400000,"MoMo","Online - App","Express","Autumn","Fortnightly","Yes","Yes",4.0,"Adult",14
213,34,"Female","Ha Noi","Running Shoes","FuelCell SuperComp Elite","Blue","39",1,4200000,"Yes",3780000,"ZaloPay","Online - App","Express","Winter","Annually","No","No",1.0,"Adult",365
214,32,"Female","Ho Chi Minh","Lifestyle Sneakers","1906R","White",NULL,1,3400000,"Yes",2890000,"Cash","Online - App","Express","Autumn","Every 3 Months","Yes","No",4.0,"Adult",90
215,25,"Male","Da Nang","Training Shoes","Minimus TR","Green","39",1,2400000,"Yes",1920000,"VNPay","Shopee","Standard","Summer","Every 3 Months","Yes","No",5.0,"Teen",90
216,33,"Female","Ha Noi","Lifestyle Sneakers","2002R","Navy",NULL,1,2900000,"Yes",2900000,"MoMo","Online - Website","Standard","Summer","Bi-Weekly","No","Yes",1.0,"Adult",14
217,22,"Male","Ho Chi Minh","Lifestyle Sneakers","9060","Red",NULL,1,2150000,"Yes",1720000,"Debit Card","Shopee","Same-day","Spring","Weekly","No","No",5.0,"Teen",7
218,26,"Female","Ha Noi","Accessories","Sport Cap","Pink",NULL,1,250000,"Yes",212000,"MoMo","TikTok Shop","Standard","Summer","Annually","No","No",4.0,"Young Adult",365
219,24,"Female","Ha Noi","Running Shoes","FuelCell SuperComp Elite","Black","45",1,5100000,"Yes",5100000,"MoMo","In-Store","In-Store Pickup","Spring","Quarterly","No","Yes",4.0,"Teen",90
220,28,"Male","Ha Noi","Apparel - Bottom","Impact Run Tight","Beige","L",1,750000,"Yes",638000,"MoMo","Online - Website","Standard","Summer","Fortnightly","Yes","No",3.0,"Young Adult",14
221,44,"Female","Ha Noi","Apparel - Bottom","Q Speed Short","Blue","L",1,700000,"Yes",595000,"Cash","In-Store","In-Store Pickup","Winter","Fortnightly","No","No",5.0,"Adult",14
222,16,"Male","Ho Chi Minh","Apparel - Top","Athletics Fleece Crew","Navy","XL",1,500000,"No",500000,"Bank Transfer","Online - App","Express","Autumn","Quarterly","No","No",5.0,"Teen",90
223,32,"Male","Ha Noi","Training Shoes","Freeze LX v3","Pink","38",1,2500000,"Yes",2500000,"Credit Card","TikTok Shop","Standard","Autumn","Fortnightly","No","Yes",4.0,"Adult",14
224,16,"Male","Ha Noi","Training Shoes","Freeze LX v3","Green","41",1,3200000,"No",3200000,"VNPay","In-Store","In-Store Pickup","Autumn","Annually","Yes","No",4.0,"Teen",365
225,24,"Female","Ho Chi Minh","Training Shoes","FuelCell Training","White","45",1,3300000,"Yes",2310000,"Credit Card","Online - Website","Standard","Winter","Every 3 Months","Yes","No",4.0,"Teen",90
226,35,"Female","Ha Noi","Running Shoes","FuelCell SuperComp Elite","Blue","38",1,5350000,"Yes",5350000,"Cash","In-Store","In-Store Pickup","Winter","Annually","Yes","Yes",4.0,"Adult",365
227,28,"Male","Ha Noi","Lifestyle Sneakers","530","Grey",NULL,1,3950000,"Yes",3358000,"Cash","In-Store","In-Store Pickup","Spring","Monthly","Yes","No",4.0,"Young Adult",30
228,20,"Male","Ho Chi Minh","Lifestyle Sneakers","550","Beige",NULL,1,2500000,"Yes",2250000,"Credit Card","Online - App","Express","Autumn","Fortnightly","No","No",3.0,"Teen",14
229,22,"Male","Ha Noi","Running Shoes","FuelCell SuperComp Elite","Pink","44",1,4550000,"Yes",4550000,"MoMo","In-Store","In-Store Pickup","Winter","Annually","No","Yes",4.0,"Teen",365
230,32,"Male","Ha Noi","Apparel - Bottom","Q Speed Short","Green","XL",2,800000,"No",1600000,"Debit Card","TikTok Shop","Standard","Summer","Every 3 Months","No","No",4.0,"Adult",90
231,22,"Male","Ha Noi","Apparel - Bottom","Accelerate Short","Yellow","M",1,950000,"Yes",808000,"ZaloPay","Online - App","Standard","Spring","Annually","No","No",5.0,"Teen",365
232,29,"Female","Ho Chi Minh","Lifestyle Sneakers","2002R","Red",NULL,1,3450000,"No",3450000,"Debit Card","Shopee","Standard","Summer","Every 3 Months","No","No",4.0,"Young Adult",90
233,28,"Male","Ha Noi","Apparel - Top","Athletics Fleece Crew","Grey","XXL",1,550000,"Yes",550000,"Debit Card","Online - App","Standard","Autumn","Bi-Weekly","Yes","Yes",4.0,"Young Adult",14
234,23,"Male","Ho Chi Minh","Running Shoes","Fresh Foam 860","Yellow","37",1,2950000,"Yes",2950000,"VNPay","Online - Website","Standard","Autumn","Every 3 Months","No","Yes",4.0,"Teen",90
235,43,"Female","Ha Noi","Running Shoes","Fuelcell Rebel v4","Pink","44",1,3750000,"No",3750000,"ZaloPay","Online - Website","Express","Autumn","Weekly","No","No",4.0,"Adult",7
236,32,"Male","Ho Chi Minh","Apparel - Bottom","Impact Run Tight","Pink","XXL",1,1000000,"Yes",1000000,"Credit Card","Online - App","Express","Spring","Quarterly","No","Yes",4.0,"Adult",90
237,16,"Female","Ha Noi","Apparel - Bottom","Impact Run Tight","Beige","XXL",1,800000,"Yes",800000,"ZaloPay","TikTok Shop","Express","Summer","Fortnightly","Yes","Yes",4.0,"Teen",14
238,29,"Male","Ha Noi","Apparel - Top","Athletics Fleece Crew","Pink","M",1,1000000,"No",1000000,"Credit Card","In-Store","In-Store Pickup","Autumn","Fortnightly","No","No",5.0,"Young Adult",14
239,23,"Male","Ha Noi","Lifestyle Sneakers","530","Navy",NULL,1,2800000,"No",2800000,"Credit Card","In-Store","In-Store Pickup","Summer","Annually","No","No",3.0,"Teen",365
240,33,"Male","Ho Chi Minh","Apparel - Bottom","Impact Run Tight","Blue","XL",2,900000,"Yes",1800000,"MoMo","In-Store","In-Store Pickup","Spring","Bi-Weekly","No","Yes",4.0,"Adult",14
241,22,"Male","Ho Chi Minh","Lifestyle Sneakers","550","Grey",NULL,1,3700000,"No",3700000,"ZaloPay","Online - App","Standard","Autumn","Fortnightly","No","No",4.0,"Teen",14
242,27,"Female","Ha Noi","Accessories","Gym Bag","Blue",NULL,1,300000,"Yes",255000,"Debit Card","Lazada","Express","Summer","Bi-Weekly","Yes","Yes",4.0,"Young Adult",14
243,31,"Female","Ho Chi Minh","Running Shoes","1080v13","Beige","38",1,2850000,"Yes",2565000,"Bank Transfer","Lazada","Standard","Summer","Every 3 Months","No","No",4.0,"Young Adult",90
244,34,"Female","Ha Noi","Lifestyle Sneakers","9060","White",NULL,1,3700000,"No",3700000,"Credit Card","Online - Website","Standard","Autumn","Monthly","No","No",4.0,"Adult",30
245,19,"Male","Ho Chi Minh","Accessories","Gym Bag","Blue",NULL,2,450000,"No",900000,"ZaloPay","Lazada","Standard","Summer","Weekly","Yes","No",3.0,"Teen",7
246,25,"Male","Ho Chi Minh","Running Shoes","Fresh Foam 860","Blue","39",1,4150000,"No",4150000,"ZaloPay","Online - App","Standard","Summer","Fortnightly","No","No",5.0,"Teen",14
247,24,"Male","Ha Noi","Apparel - Top","Impact Run Jacket","White","XXL",1,650000,"Yes",618000,"VNPay","Online - App","Same-day","Spring","Bi-Weekly","Yes","Yes",2.0,"Teen",14
248,23,"Male","Ha Noi","Apparel - Top","Athletics Fleece Crew","Grey","XXL",1,600000,"Yes",570000,"Debit Card","Lazada","Express","Winter","Weekly","No","Yes",5.0,"Teen",7
249,40,"Female","Ho Chi Minh","Lifestyle Sneakers","9060","Pink",NULL,1,3100000,"No",3100000,"MoMo","In-Store","In-Store Pickup","Spring","Weekly","Yes","No",3.0,"Adult",7
250,30,"Male","Ha Noi","Training Shoes","FuelCell Training","Red","43",1,2200000,"Yes",2200000,"ZaloPay","Online - App","Standard","Autumn","Annually","No","Yes",5.0,"Young Adult",365
